ImageNet,Behavior
0.63356,0.3122329355572714
0.6334,0.3065148221564377
0.63348,0.31350373055639796
0.6333,0.30696859785063907
0.6342,0.31154800575582053
0.6336,0.31013172713969883
0.00118,0.07993218711875295
0.08306,0.1712705608980958
0.15186,0.15537449462767322
0.2362,0.21560117527115957
0.26284,0.23114394718514608
0.34126,0.24707687710769338
0.33396,0.25948153120282674
0.36198,0.2466107766092168
0.39048,0.28674090840010624
0.42204,0.28037297541553546
0.33942,0.27266944048118336
0.4208,0.3065808796713119
0.40002,0.2790233770681593
0.41944,0.3184151142309688
0.43314,0.2834653198684253
0.42274,0.32420379921779263
0.45684,0.30780089127325055
0.44926,0.2920981527751418
0.4487,0.3068663393498282
0.46894,0.31778239221571425
0.43968,0.3172246602549622
0.62738,0.34640275949295724
0.63738,0.3590820344222916
0.6498,0.34901705408726186
0.65834,0.34088196731113685
0.6536,0.33779354816127655
0.6633,0.3537818632017714
0.66356,0.34014330117733294
0.66426,0.3295918721402196
0.66578,0.35997007364919614
0.66412,0.3504876636603162
0.6663,0.34568328690785133
0.6657,0.3617439545899325
0.6745,0.3643372337668629
0.67224,0.351958214358405
0.66372,0.3619100376491243
0.6602,0.361435426444631
0.66296,0.35927057926962047
0.67094,0.3428219291757257
0.6672,0.3502990549547268
0.65928,0.36580406868921195
0.7101,0.3676909558361066
0.7113,0.3688758812267614
0.71292,0.367917867821892
0.71496,0.36165583490612707
0.71464,0.3588478254818109
0.71622,0.3620774509917474
0.71632,0.3712621447542501
0.71794,0.36841039758875566
0.71894,0.36667693959109265
0.72084,0.36593055722838036
0.71736,0.3553484562675845
0.72112,0.36120878227790515
0.72128,0.3640469979896542
0.72128,0.355590278496991
0.72212,0.36218917865838224
0.7218,0.34771877578394556
0.722,0.36307348059683825
0.72468,0.3597759972673894
0.72294,0.3602470889116682
0.724,0.36137436187012184
0.00102,0.08185956159595698
0.09472,0.1854899584565326
0.16194,0.1684596496869221
0.21722,0.22589692349090207
0.24058,0.23642010400148467
0.29816,0.26372037080647637
0.2958,0.2757112731859866
0.3294,0.2620898416073049
0.33296,0.2410408041939782
0.34696,0.23307738032979491
0.36094,0.2533068370572027
0.37882,0.2630446368918047
0.38738,0.26360970160892816
0.37594,0.2726724230554569
0.34502,0.2514657402416164
0.39362,0.286626920149899
0.38392,0.2821094073876073
0.38274,0.24249990958553297
0.38842,0.2926229584382934
0.4035,0.24090119742915905
0.38024,0.27079942049307104
0.56084,0.29565809154735656
0.57198,0.31175587546641736
0.57624,0.3003345592134965
0.58028,0.3088454170522019
0.58428,0.3033689614099361
0.58754,0.3002396487158678
0.586,0.3020435490858263
0.58572,0.3015551158851597
0.59074,0.32538858343880617
0.5942,0.3039808329789848
0.58594,0.3166020693883945
0.59146,0.32335416165131164
0.5952,0.3033839520312746
0.59364,0.310483139251818
0.59256,0.312445333520982
0.58888,0.31551024297996766
0.5799,0.3098204130555458
0.59688,0.3133445889800024
0.59662,0.3101092713835801
0.59568,0.30272646195510056
0.63488,0.3208369431912664
0.63822,0.31562358965064113
0.00094,0.0830775719074124
0.09946,0.1565121710736336
0.17316,0.2114886323894332
0.24528,0.19903515851062017
0.31402,0.24396545805968659
0.3475,0.24946415671019465
0.3581,0.2498513574515702
0.40552,0.27898499074500943
0.38192,0.24098989788615546
0.41942,0.30137133548150286
0.44272,0.26238144262798657
0.40102,0.3060195717465012
0.4273,0.2968955480803616
0.4444,0.2767807275824966
0.45542,0.2879450490938642
0.4483,0.31448008766986096
0.4744,0.2974934653415447
0.45464,0.2894070688297208
0.45026,0.29061162934959206
0.46058,0.3124077234166006
0.4754,0.31843804461906144
0.62466,0.3580960998827204
0.63574,0.3480915009599402
0.64366,0.3581742189207238
0.64636,0.35502069205671893
0.6511,0.36071332443723986
0.65364,0.3529274225395342
0.65198,0.3468714148073252
0.65708,0.3655033018503362
0.65804,0.33903397247605976
0.6579,0.3463053450261129
0.65904,0.3669686854236126
0.66482,0.3607362013103849
0.65576,0.35622826849170225
0.65778,0.33291680491149916
0.66312,0.35728348576811053
0.65704,0.3450405457702767
0.66238,0.35654452443007256
0.6551,0.35420939156120235
0.6608,0.3493503110473699
0.6581,0.3443950293804493
0.6974,0.3592512741685516
0.70044,0.3563788995533295
0.7029,0.3568477761999786
0.70354,0.3676108571960826
0.70542,0.37203319902443316
0.70546,0.36204505138521975
0.7053,0.3769706680227183
0.70552,0.36165102463836085
0.70818,0.3688109780988912
0.70632,0.365562647551613
0.70856,0.37067640679879404
0.70802,0.3711165749367747
0.71006,0.36557217001812475
0.0011,0.051505122991433824
0.11012,0.17634434942411611
0.22488,0.2254277232979745
0.245,0.27088446636323393
0.26494,0.20568961397743002
0.3548,0.2504575507224668
0.36678,0.24883883032718251
0.38942,0.26587672336997037
0.3552,0.2915042108836777
0.34212,0.30106511295652066
0.40228,0.2775822935234067
0.41704,0.29489598427907254
0.4284,0.3072779214413867
0.44814,0.30944039640818927
0.44816,0.28322092623628053
0.4201,0.2961782231353073
0.44314,0.3122942945862968
0.4645,0.32029666267608664
0.451,0.29139289741199675
0.44612,0.28382807174928393
0.44812,0.2977599495748172
0.62646,0.3282337971745271
0.64094,0.31403267896187276
0.64408,0.31648976731090517
0.65014,0.32378638750818645
0.65234,0.32817026432809776
0.65716,0.3420923476865214
0.66108,0.3242004133020872
0.66206,0.3206835177676949
0.65916,0.30292957126929737
0.66068,0.3128465005715854
0.65852,0.334488529316466
0.66348,0.35353819006327214
0.66186,0.3608642953282241
0.6627,0.3266342664145434
0.66128,0.3481337227424848
0.6593,0.364371983622066
0.66496,0.33020723504656085
0.65932,0.344470638545446
0.66132,0.32174559686997767
0.64682,0.3371384151642375
0.70216,0.33401811084770067
0.70658,0.3372546967075673
0.0006,0.07167353842242369
0.06286,0.10768971517577931
0.13892,0.15915706894108836
0.18178,0.1938531517621653
0.24366,0.20694158268795854
0.26878,0.21451648311665697
0.3172,0.19531256623674567
0.30686,0.25092823455136565
0.34162,0.20723582025804743
0.3454,0.22094774817751725
0.37286,0.21126546007689806
0.35124,0.22924159094764968
0.38728,0.2375391205268626
0.39924,0.22110636374270484
0.37154,0.25237656346637255
0.40362,0.25386536952284594
0.4138,0.2649936170549655
0.39942,0.2676647535441888
0.41656,0.2879602624302439
0.39276,0.25132031173687874
0.41408,0.23743883698094317
0.57344,0.2643229973694189
0.58374,0.2738258586720947
0.58686,0.27102814216416765
0.5938,0.28508620116519445
0.59814,0.2832883636602975
0.60084,0.28560287600055295
0.59504,0.2869338569589617
0.60186,0.2896889531490841
0.6031,0.2809791757733784
0.60752,0.3046453349914088
0.6005,0.3054255122539637
0.60386,0.27344142827194534
0.60938,0.29129348531192645
0.61048,0.3090193398203986
0.61088,0.30298597907763714
0.59986,0.2890316740101881
0.61128,0.2925683054438687
0.60882,0.27546151390046986
0.58906,0.2793806527206291
0.60824,0.28993543079534767
0.64508,0.2991499408342352
0.64764,0.30450334998491796
0.65084,0.309949419971876
0.65022,0.30533245794231917
0.6511,0.30257279166282297
0.65294,0.3068753443275112
0.65374,0.312856328863662
0.65378,0.31200686055220955
0.6543,0.31520842693959594
0.65536,0.3100601158666925
0.65506,0.30570900045505195
0.65698,0.3111451792064233
0.6576,0.3106971063897475
0.65902,0.31344784216702826
0.65694,0.31192738436769873
0.65872,0.31309886048388785
0.65976,0.31100175444765527
0.6581,0.30448284150924526
0.65906,0.31619658771378856
0.65838,0.31243430433614344
0.66318,0.3084705211995448
0.66308,0.3106494524020405
0.66384,0.31097061116505753
0.66332,0.31230398797219694
0.001,0.02524388176839967
0.07826,0.10652095348305027
0.13658,0.17648837838294287
0.19768,0.18522394377631815
0.23062,0.19215158755166725
0.27614,0.21896470016291236
0.29398,0.24727575833037455
0.31026,0.22451701336519583
0.34022,0.22599274241421008
0.32608,0.23877037885618677
0.33192,0.24035154162356506
0.31898,0.23068896389941
0.37396,0.25574973987707456
0.3634,0.24063020583923453
0.4018,0.24250029741221835
0.35366,0.24776650412855422
0.3241,0.2293493742453073
0.36534,0.2865152504240072
0.4113,0.27341041219006784
0.4136,0.25093504248423915
0.40194,0.2666711307942677
0.54786,0.265868200348811
0.55958,0.28627783946565605
0.56496,0.2829037087114522
0.56836,0.28062934852401883
0.5669,0.2871151405152823
0.57164,0.2969734210670785
0.57652,0.287055841524339
0.57346,0.29721800851620345
0.57548,0.29443498702314264
0.58364,0.2960859100360399
0.58024,0.3107739933204644
0.573,0.3027321975574115
0.57828,0.29000019326426674
0.57386,0.292830740105217
0.57454,0.2845673450739013
0.5767,0.289146404579153
0.57684,0.30336501328624477
0.57414,0.2785059943807826
0.57852,0.29963702485260885
0.57038,0.2738000784233519
0.6175,0.2867997265778482
0.61968,0.2827792224512423
0.62198,0.29049236879281104
0.62112,0.28828600009200367
0.62174,0.2945037953815961
0.62374,0.2886921949505849
0.62382,0.30331190352247805
0.6236,0.29293805223849395
0.62408,0.30559694008737587
0.62546,0.31081761664228685
0.62536,0.298166146966928
0.62574,0.3037097797303861
0.62554,0.3003221817348164
0.6275,0.29767805936806113
0.62746,0.30290946019261167
0.62744,0.29995872116666716
0.62818,0.294600553413573
0.00094,0.0830799321219622
0.09996,0.21194928036549476
0.15626,0.1996979123888022
0.2422,0.2153478006747112
0.28322,0.2593465504431398
0.30926,0.27289103781967927
0.36738,0.23491486534777706
0.3778,0.26063129118343303
0.40248,0.25818857765878966
0.37206,0.2792023462057705
0.40494,0.29294803279928755
0.4209,0.28286063181341803
0.38626,0.27375801529705135
0.42594,0.2938741694155389
0.42644,0.3034462790377326
0.42034,0.2841713021016526
0.47108,0.31653524862130034
0.42154,0.29109928126669116
0.4816,0.3164635059213259
0.47276,0.307171184141878
0.44886,0.30258737485918347
0.46152,0.3517322453153885
0.46924,0.3474775639155412
0.45476,0.30026337809596004
0.47244,0.3287726860617897
0.48544,0.30301304749580793
0.47746,0.30073314029194287
0.46224,0.3028074298286592
0.47242,0.30103178985767204
0.48654,0.31949319955103306
0.47048,0.2908213201621562
0.49266,0.30929123225592964
0.50046,0.3107765191081758
0.4931,0.32708683104407626
0.46942,0.3222740043541204
0.48694,0.32047545391987864
0.49002,0.3140974256455208
0.48158,0.3123390284625706
0.50686,0.343322489113589
0.48286,0.33121647865001996
0.50198,0.3204371105989109
0.64772,0.36699082093586727
0.65894,0.3650196618104621
0.66212,0.36583395618340997
0.6676,0.37448745604879163
0.67084,0.3523641958233166
0.67292,0.3664133133445925
0.67336,0.36293022153108273
0.67486,0.3627988195535412
0.001,0.01825826909084481
0.0856,0.1621689502884211
0.15604,0.23359959453967483
0.2093,0.20305961641875273
0.29474,0.2473881771284727
0.30982,0.2564286232583844
0.33362,0.27984586466707395
0.35106,0.27499982539621953
0.3615,0.28985523891753057
0.387,0.23459044360968292
0.3817,0.28807625740747916
0.37274,0.2946764155882642
0.40432,0.28700029864083204
0.40296,0.27570278001975274
0.39898,0.2857467930640444
0.40016,0.3046101113836079
0.41602,0.30024654015328767
0.4235,0.2719412421738472
0.42058,0.28892880473224775
0.43734,0.28144770027613586
0.45132,0.2903505522054226
0.59186,0.3269442259522303
0.60226,0.3056935961347183
0.60824,0.3119770928493811
0.61222,0.32235592720665857
0.61284,0.32044910479239724
0.61276,0.3123983516596652
0.62104,0.3203486891316622
0.621,0.31203927817883376
0.62412,0.3042497118899028
0.6279,0.31308164198798416
0.62548,0.3153326571024948
0.62318,0.3232338161624356
0.62192,0.31105376499781295
0.62804,0.3154600824417839
0.62306,0.3252352950106729
0.62276,0.3220572956394509
0.62462,0.3318000392470718
0.62794,0.3166992079435747
0.61862,0.31482394123043295
0.6239,0.3483962031688727
0.66004,0.32710331911725204
0.66376,0.3209550427177694
0.6666,0.3187434630481288
0.66826,0.31105875611348976
0.66916,0.32569677198175884
0.67002,0.32614807782224514
0.66984,0.31724172939555334
0.66938,0.3211884307935132
0.67184,0.33190867464205037
0.67308,0.32216262456151545
0.67258,0.3324595517537531
0.67348,0.3142766640922275
0.67456,0.3290347781143398
0.67446,0.32501777268698995
0.67488,0.32484420382652546
0.67572,0.3329526590200857
0.67614,0.32945651875877946
0.67638,0.3319771791780727
0.67574,0.3275620296057324
0.67592,0.32755079478549676
0.67878,0.324918489209189
0.68028,0.33580261594930666
0.6806,0.3284772280877771
0.67974,0.3303114670810378
0.00096,0.038739702305201844
0.08334,0.1534149662689252
0.15766,0.15884411918933453
0.22918,0.19882145070207133
0.2634,0.22750025852828418
0.27742,0.20962831906313556
0.31082,0.23066500001585552
0.33186,0.23890335968741297
0.30096,0.24311530566029793
0.34346,0.21389910858565586
0.37918,0.22879114222500987
0.36592,0.21761637127794126
0.35914,0.2448147111691166
0.39156,0.23339302516115384
0.40202,0.2731758037117616
0.41026,0.23292085872268026
0.40844,0.20998996195199887
0.38222,0.23617008220718091
0.41272,0.2531494240274666
0.42804,0.2397019403664859
0.38882,0.23896436739998028
0.5689,0.3007009217585758
0.58048,0.2933142767197335
0.58634,0.28746482798701695
0.59316,0.31206257571683055
0.59946,0.3034973953249148
0.6024,0.3100401805839797
0.6046,0.2974822883919824
0.60128,0.2854829337170345
0.60406,0.3138007589286624
0.6064,0.3082005256534245
0.61264,0.2999829524652505
0.61518,0.29256867481684556
0.6083,0.30651777021023735
0.61278,0.2963207952693529
0.60838,0.29656867101566875
0.61538,0.3132814082748086
0.6186,0.2906313577858125
0.61294,0.3054265077152468
0.613,0.3115415121626168
0.6211,0.3102686429443918
0.65268,0.2991470313198556
0.65474,0.30660259506164494
0.65726,0.3084115969501626
0.6588,0.29787874681027343
0.67486,0.3642308618066649
0.68192,0.3636538901916538
0.67722,0.35931046498075575
0.68028,0.35275344676755677
0.67604,0.3663173422250024
0.67942,0.3515841194382921
0.67486,0.3806867555529125
0.6766,0.3777330427113517
0.68394,0.3559622057145434
0.67798,0.35984478034665485
0.68004,0.3381281279877171
0.6707,0.36162099906943207
0.67216,0.340862049244025
0.67938,0.3775325455075515
0.67802,0.3601402363152778
0.6816,0.3623418353222839
0.66984,0.3536771016350538
0.67918,0.35410740597117774
0.6729,0.35250284320735975
0.67958,0.358444341466725
0.67856,0.3545361545886514
0.67682,0.35274934472067215
0.6747,0.3449327003979211
0.66996,0.38175698074480496
0.6757,0.35368293110490123
0.67986,0.3586874732629287
0.67488,0.3588568149116599
0.6784,0.35427046760330283
0.67294,0.3759659643904315
0.67002,0.35611640604094064
0.67326,0.3515838861205753
0.67986,0.382484691366156
0.6836,0.3742568983155113
0.7227,0.3833165614314689
0.7241,0.3908227868201059
0.72694,0.38493950385673426
0.72828,0.3861515662600545
0.72758,0.38969638077754865
0.7302,0.38785043931785224
0.73104,0.39045235264077494
0.73072,0.3929215265011877
0.73034,0.39016556690734244
0.73236,0.3898348337323451
0.73328,0.3874397581522174
0.73342,0.3883471805690945
0.7354,0.37867849360482264
0.73432,0.38619254501409656
0.73404,0.38132751984516833
0.7354,0.385556124883668
0.73336,0.39022310819701933
0.7359,0.39436941814164134
0.73606,0.38409239615943375
0.73606,0.38119233777903233
0.73664,0.38846657583130756
0.73508,0.39006815480106477
0.73628,0.3813898977740018
0.7356,0.38549351632078876
0.73734,0.38255711337366827
0.73746,0.390263179186161
0.7365,0.3792238251445919
0.73748,0.3771913371453246
0.73568,0.3790529729083563
0.7373,0.3813028030752147
0.737,0.3843892343579576
0.73614,0.38322367680177627
0.73758,0.3856177326204859
0.73816,0.3822081254467595
0.73778,0.3808417756984265
0.73934,0.3829723059601133
0.73868,0.3792550248432442
0.73828,0.3803273645793685
0.73794,0.37859131407199315
0.73884,0.3716952857475291
0.74164,0.3860889660244471
0.74262,0.3821715519548503
0.7433,0.38171804221603867
0.74368,0.37738784508774986
0.7428,0.38323330708386477
0.74352,0.37792077954584646
0.7429,0.3811563651476034
0.74264,0.3828477956676571
0.74322,0.3853566897367811
0.74304,0.3787389752892995
0.74364,0.37869072441143464
0.74348,0.3845040099130112
0.74364,0.3790192627295689
0.74298,0.38319792904790995
0.74234,0.3817868766424923
0.74382,0.3829895809521078
0.74338,0.37638869411286885
0.74408,0.37744256928194386
0.74404,0.3805443712649745
0.7434,0.37707565824403083
0.74352,0.3769724411913488
0.74298,0.38807824668355434
0.74286,0.3819006277449202
0.74362,0.3846484590217735
0.7434,0.3781660335063791
0.74286,0.3825786524732727
0.74346,0.3780728355356639
0.74334,0.37967604124135845
0.00088,0.15624701046538472
8e-05,
0.0,
0.00012,
0.0,
0.00012,
0.0,
0.00012,
0.0,
0.00012,
0.0,
0.00012,
0.0,
0.00012,
0.0,
0.00012,
0.0,
0.00012,
0.0,
0.00012,
0.0,
0.00012,
0.0,
0.00012,
0.00068,0.15477392484417257
0.12216,0.208613248344165
0.18808,0.21251659803958203
0.21744,0.23537481619984077
0.28764,0.24213379664798934
0.2895,0.21243828270255677
0.28406,0.2642835610431401
0.33948,0.25525476709505845
0.30716,0.2639897067358386
0.329,0.2454522829988187
0.34228,0.26394054773474457
0.3819,0.24566578857102814
0.37978,0.2558221450175511
0.38392,0.2492391747859188
0.3788,0.19864202272139508
0.39378,0.25273259079115873
0.3743,0.2597686247234753
0.39628,0.29010629206104016
0.39146,0.2643478792558389
0.39306,0.2446694796429579
0.40734,0.20720188601750927
0.56562,0.30149117257753266
0.57874,0.29703049546000365
0.58618,0.2864198946790507
0.59016,0.28013016735347335
0.59886,0.27941129882031607
0.60192,0.2842423895683881
0.60414,0.2743802637573891
0.60384,0.2820241211029942
0.607,0.25690602994767536
0.61334,0.25438365782651046
0.61344,0.27192672398195494
0.61158,0.2543734463315598
0.61184,0.26600576493851225
0.6081,0.26409321073109204
0.6137,0.26447263817439337
0.6147,0.24330640188284935
0.61216,0.24506269021805185
0.61202,0.2901101705922753
0.61312,0.2808011219236672
0.61338,0.26630712995869127
0.65746,0.26760162456505354
0.66254,0.2671552279001052
0.66522,0.27484474201202796
0.66728,0.27575511249608253
0.66864,0.2728321585021853
0.66986,0.28352184518014895
0.67122,0.280803707645855
0.67226,0.27746306819980654
0.67476,0.28507250151533525
0.67316,0.2904612373393009
0.67482,0.2886139939250771
0.67616,0.2806596953780991
0.67556,0.2838233193096104
0.67576,0.2854938972872535
0.67822,0.28554741388175375
0.67906,0.2915020914014498
0.67992,0.2997491303357601
0.67954,0.29017216518144734
0.68106,0.27744296743759894
0.68046,0.29109111778111196
0.68352,0.29003598029441363
0.6855,0.286643694673974
0.6856,0.2850844808398837
0.68542,0.28406801582868946
0.68542,0.28247907287459395
0.68618,0.28400952154688014
0.6855,0.28137415507941654
0.68634,0.28586747487531633
0.6866,0.28480517231254104
0.68658,0.28526924407314386
0.68634,0.2874610789367095
0.68742,0.2854858748519301
0.68622,0.2866154049213021
0.68726,0.2869818186979945
0.68662,0.28497283703508075
0.68732,0.2880948641426068
0.6875,0.28956160503534395
0.68678,0.2893052836178855
0.68798,0.28753312559818656
0.68754,0.285390270188383
0.68918,0.28970196675793997
0.68768,0.29030872061360646
0.6885,0.28909071267282205
0.6873,0.28677733292276286
0.6882,0.2870337423944369
0.68772,0.28968791195378507
0.68764,0.28899623862242546
0.6882,0.28480488568853934
0.68814,0.2856215219753075
0.68804,0.28950737244437413
0.68822,0.2883669529754708
0.6884,0.2904060041855775
0.68744,0.2856863395216904
0.6879,0.28863947392290557
0.68842,0.28910824976032784
0.68832,0.2882122377096194
0.6882,0.2872661952484495
0.001,
0.09838,
0.19654,
0.26328,
0.3209,
0.36694,
0.37504,
0.34424,
0.40628,
0.4071,
0.39196,
0.41196,
0.45636,
0.44812,
0.44,
0.46188,
0.45212,
0.47078,
0.47644,
0.47028,
0.47166,
0.62702,
0.63648,
0.64368,
0.64604,
0.64646,
0.65572,
0.6566,
0.65532,
0.65414,
0.66066,
0.66238,
0.65752,
0.65692,
0.65878,
0.65804,
0.66382,
0.663,
0.65978,
0.66538,
0.66206,
0.69886,
0.70416,
0.70542,
0.70654,
0.7078,
0.70672,
0.70918,
0.71026,
0.7113,
0.71088,
0.7111,
0.7116,
0.7133,
0.71146,
0.71366,
0.71428,
0.71592,
0.71414,
0.71446,
0.71504,
0.7177,
0.71838,
0.71842,
0.7187,
0.71846,
0.71826,
0.71872,
0.71978,
0.7188,
0.71888,
0.7195,
0.71878,
0.71938,
0.71922,
0.71966,
0.72002,
0.71954,
0.71932,
0.71992,
0.72044,
0.71986,
0.7202,
0.72062,
0.72048,
0.72014,
0.7203,
0.72036,
0.71966,
0.71994,
0.71984,
0.7201,
0.72028,
0.72032,
0.72076,
0.72062,
0.72044,
0.72034,
0.71996,
0.71982,
0.72048,
0.72,
0.7199,
0.72094,
0.72098,
0.72002,
0.7204,
0.71984,
0.71988,
0.72002,
0.72064,
0.72062,
0.71954,
0.7206,
0.72006,
0.72068,
0.7204,
0.71982,
0.7202,
0.7198,
0.7202,
0.72016,
0.71974,
0.7204,
0.72044,
0.7206,
0.72086,
0.72058,
0.72044,
0.72072,
0.72058,
0.72008,
0.71988,
0.72034,
0.72058,
